stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,reject_reason,early_reject_reason
6596,寬宏藝術,95.3,0.52,-1.95,-30.15,0.42,10.6,0,70.8,-67000.0,0.0,-366942.0,0.0,False,False,,,成交額不足,量比0.52
3217,優群科技,153.0,0.66,1.66,-1.39,0.42,46.2,1,-8.5,30000.0,-2000.0,-152000.0,-2000.0,False,False,,,成交額不足,量比0.66
8074,鉅橡,55.7,1.04,4.9,-8.41,0.63,44.7,1,31.7,341000.0,0.0,587000.0,0.0,False,False,,,成交額不足,量比1.04
6016,康和證券,16.65,0.48,1.22,-2.62,0.29,47.7,1,,367000.0,0.0,2000.0,0.0,False,False,,,成交額不足,量比0.48
8289,泰藝電子,35.4,0.23,-0.98,-1.62,0.36,51.0,2,-13.2,27000.0,0.0,-180000.0,0.0,False,False,,,成交額不足,量比0.23
2640,大車隊,168.0,0.64,-6.15,12.51,0.33,58.3,0,14.8,-5000.0,0.0,63571.0,0.0,False,False,,,成交額不足,量比0.64；漲幅-6.1%
5328,華容,22.7,0.65,-0.44,-13.75,0.4,36.3,1,-6.0,32000.0,0.0,-954000.0,0.0,False,False,,,成交額不足,量比0.65
8042,金山電子,51.8,0.25,1.57,-6.14,0.33,43.1,1,23.0,150100.0,0.0,-146800.0,0.0,False,False,,,成交額不足,量比0.25
4909,新復興,57.3,1.32,3.43,-5.48,0.83,47.8,6,-77.2,45000.0,0.0,404000.0,0.0,False,False,,,技術不足0/2,未通過預警
6121,新普科技,342.0,0.95,0.44,0.78,1.02,49.6,0,4.6,-32000.0,-5373.0,23000.0,38254.0,False,False,,,技術不足1/2,量比0.95
6435,大中,162.5,1.62,6.56,4.1,1.34,55.9,0,11.0,-6000.0,0.0,-29000.0,0.0,False,False,,,未通過,漲幅6.6%
6667,信紘科,236.5,0.41,0.21,-5.82,0.24,40.4,0,-21.3,-5000.0,0.0,-57000.0,0.0,False,False,,,成交額不足,量比0.41
6894,衛司特,319.5,0.49,2.24,-0.99,0.37,50.2,0,55.4,-1000.0,0.0,20000.0,0.0,False,False,,,成交額不足,量比0.49
6208,日揚科技,57.6,3.3,9.92,21.47,1.37,87.0,0,-22.9,-150000.0,0.0,-119000.0,0.0,False,False,,,未通過,量比3.30；漲幅9.9%；MA28乖離21.5%
6679,鈺太,246.0,0.79,0.61,2.97,0.81,55.4,3,7.2,50000.0,0.0,53000.0,0.0,False,False,,,技術不足1/2,量比0.79
3228,金麗科,133.0,0.4,0.76,2.28,0.33,53.7,2,11.0,5002.0,0.0,24002.0,0.0,False,False,,,成交額不足,量比0.40
6146,耕興,192.5,0.41,1.32,-1.81,0.21,49.4,4,2.7,22000.0,0.0,56000.0,0.0,False,False,,,成交額不足,量比0.41
6546,正基,66.2,0.8,-2.93,-11.64,0.41,40.3,2,-43.1,3000.0,0.0,-59000.0,0.0,False,False,,,成交額不足,量比0.80；漲幅-2.9%
6245,立端科技,70.5,1.01,1.44,7.79,0.81,61.3,1,-25.8,507000.0,0.0,1153318.0,0.0,False,False,,,技術不足1/2,量比1.01
7402,邑錡,117.0,0.53,-1.68,-5.41,0.24,42.2,2,-12.9,22000.0,0.0,136000.0,0.0,False,False,,,成交額不足,量比0.53
6104,創惟科技,90.8,0.85,-0.66,-4.15,0.61,42.7,0,-3.8,-78776.0,0.0,-79776.0,0.0,False,False,,,成交額不足,量比0.85
4973,廣穎,69.3,3.21,1.91,11.0,5.1,54.4,0,42.5,-2194750.0,0.0,-2325750.0,0.0,False,False,,,未通過,量比3.21
8390,金益鼎,89.7,0.68,1.01,-6.22,0.33,42.1,1,55.0,28001.0,0.0,-62100.0,0.0,False,False,,,成交額不足,量比0.68
4721,美琪瑪,71.4,0.96,-0.97,3.15,0.35,54.1,0,50.8,-45000.0,0.0,20487.0,0.0,False,False,,,成交額不足,量比0.96
6613,朋億*,201.0,0.87,-3.6,1.08,0.39,50.4,0,6.8,-76000.0,-801.0,17000.0,-1602.0,False,False,,,成交額不足,量比0.87；漲幅-3.6%
8240,華宏新技,52.1,1.92,-4.58,8.04,0.94,54.4,0,-8.1,-98000.0,0.0,-215000.0,0.0,False,False,,,技術不足1/2,漲幅-4.6%
4533,協易機械,29.15,0.81,-3.0,-11.38,0.41,38.3,4,-31.2,5001.0,0.0,245002.0,0.0,False,False,,,成交額不足,量比0.81；漲幅-3.0%
6829,千附精密,118.0,0.3,1.29,5.26,0.42,56.8,0,16.7,-28000.0,0.0,-182000.0,0.0,False,False,,,成交額不足,量比0.30
3691,碩禾,105.5,0.72,3.43,-8.59,0.35,43.2,1,180.4,96000.0,0.0,40000.0,0.0,False,False,,,成交額不足,量比0.72
5016,松和工業,30.8,0.59,-1.75,18.77,0.22,62.5,2,-17.3,13000.0,0.0,11000.0,0.0,False,False,,,成交額不足,量比0.59；MA28乖離18.8%
3675,德微,190.0,0.76,5.26,-0.45,0.67,51.9,1,6.7,25000.0,0.0,61000.0,0.0,False,False,,,成交額不足,量比0.76
8147,正淩,139.5,0.88,1.82,3.53,0.4,56.0,2,15.1,29000.0,0.0,34000.0,0.0,False,False,,,成交額不足,量比0.88
6125,廣運機械,51.8,1.31,-2.81,-12.45,0.73,30.9,0,15.4,-56000.0,0.0,116537.0,0.0,False,False,,,成交額不足,漲幅-2.8%
5009,榮剛材料,32.0,0.56,0.16,-5.16,0.29,41.5,1,-19.3,200000.0,-4000.0,594000.0,-4000.0,False,False,,,成交額不足,量比0.56
7805,威聯通,691.0,1.16,2.52,5.59,0.69,57.2,1,,12998.0,0.0,26998.0,0.0,False,False,,,成交額不足,未通過預警
4744,皇將,36.5,1.18,-6.17,6.44,0.55,57.1,0,-33.0,-385999.0,0.0,-354999.0,0.0,False,False,,,成交額不足,漲幅-6.2%
3508,位速,32.45,0.19,-9.99,-19.39,0.06,40.5,2,-55.8,6000.0,0.0,94002.0,0.0,False,False,,,成交額不足,量比0.19；漲幅-10.0%
4510,高鋒工業,41.6,0.41,-0.6,-3.76,0.17,42.8,0,27.4,-6998.0,0.0,24002.0,0.0,False,False,,,成交額不足,量比0.41
6895,宏碩系統,173.5,0.57,-3.34,4.57,0.23,53.0,0,-17.8,-59000.0,0.0,-94000.0,0.0,False,False,,,成交額不足,量比0.57；漲幅-3.3%
3580,友威科,71.8,0.82,2.72,2.57,0.36,52.8,0,-56.9,-57000.0,0.0,81000.0,0.0,False,False,,,成交額不足,量比0.82
5864,致和證,23.85,0.77,1.49,-3.41,0.31,48.8,1,,284000.0,0.0,-117000.0,0.0,False,False,,,成交額不足,量比0.77
3206,志豐電子,37.9,0.81,-7.56,0.34,0.21,51.0,0,-37.5,-122000.0,0.0,-251000.0,0.0,False,False,,,成交額不足,量比0.81；漲幅-7.6%
6486,互動,86.0,0.47,0.94,0.93,0.12,55.0,0,77.8,-28000.0,0.0,-21000.0,0.0,False,False,,,成交額不足,量比0.47
1569,濱川企業,50.6,0.72,2.64,-1.82,0.27,48.1,2,-15.8,203000.0,0.0,88000.0,0.0,False,False,,,成交額不足,量比0.72
7792,安葆,315.5,0.6,2.1,-3.75,0.31,48.7,1,,3800.0,0.0,24800.0,0.0,False,False,,,成交額不足,量比0.60
4303,信立,54.6,0.5,0.92,-2.19,0.23,44.8,1,-40.5,141000.0,0.0,28000.0,0.0,False,False,,,成交額不足,量比0.50
6485,點序,77.8,0.81,-0.26,-8.6,0.2,38.2,0,-13.1,-26000.0,0.0,28000.0,0.0,False,False,,,成交額不足,量比0.81
7712,博盛半導體,111.5,1.18,6.19,0.1,0.52,51.7,0,-2.1,-6000.0,0.0,21000.0,0.0,False,False,,,成交額不足,未通過預警
